81e7823cfc46b5a9,wpn_pi_usugar9_fire1_plr_fcg
ad064a868508a520,melee_attack_cloth_piercing_polymer_pri_0_miss_npc
5dbce0bb4158815a,weap_mike4_sup_npc
a0ae8ea81d623f6e,hit_marker_classic_armor_break
c78005c2810fd64a,melee_attack_nylon_heavy_polymer_pri_2_fatal_npc
a94f809def8bf129,melee_character_cloth_light_steel_pri_1_fatal_plr
9b2a2419952874ad,melee_character_cloth_massive_polymer_pri_0_fatal_plr
f51e2ce7920adfa4,weap_decho_sup_plr_atmo
6caa10a59fe8da08,fly_npc_lm_typhon_reload_empty_04
3f8d5c12860b5a43,fly_npc_lm_typhon_reload_empty_ext02_14
59870ea777a926be,melee_attack_nylon_heavy_polymer_pri_3_hit_npc
551612a9108850a2,fly_npc_ar_finch_selectsemi_on_01
7b0f13bbcb3a2da7,wpn_ar_kite_fire_npc_lfe
a18804fa6328a078,wpn_sm_hyena_fire_npc_lfe
7e72fbe475396686,wpn_ar_milan_fire_plr_last_fcg
197f4f16fb8abead,wpn_pi_usugar9_fire_plr_interrupt
e474408f6219bf3d,weap_papa220_fire2_plr_lfe
3978086227a2b89,fly_npc_ar_coslo723_inspect_fast03_08
488cfca79bc01ba2,fly_npc_lm_typhon_reload_ext02_06
78467264f80fbb96,fly_npc_pi_timir_transition_reload_empty_ext01_02_01
ed680ffa226e4243,wpn_pi_usugar9_fire1_plr_shot
b93683788c44e098,melee_attack_vestlight_massive_steel_pri_0_fatal_npc
9b1e10c4d031a0db,weap_alpha57_fire_plr_casing_eject
78a59be8e5eedf0a,weap_decho_fire_plr_atmo
a17e557d8c74fc2b,melee_character_vestlight_light_polymer_alt_2_hit_npc
a301096c27615906,wpn_ar_heron_sup_plr_last_mech
9c958b7ab54b0213,melee_attack_cloth_gunmed_steel_pri_0_miss_plr
7100d37eff6eed05,melee_character_vestlight_medium_polymer_pri_3_fatal_plr
82131d5cfd7b099d,melee_attack_vestlight_light_other_pri_2_miss_npc
d7219be192515390,hero_meleecharge_kyle_1
