193c2426aa4ad9c0,vox\scripted\zm_operators\jckl\vox_jckl_zm_se_kill_mult_streak_10_00.rn75.pc.ko.snd
3c7c9d493d211cae,vox\scripted\stry\vox_stry_exert_underwater_emerge_gasp_01.rn75.pc.ko.snd
b33e2912e1f2f91,vox\scripted\zm_operators\zyna\vox_zyna_zm_revive_downed_07.rn75.pc.ko.snd
6eb841bbe63c92db,vox\scripted\ping\wolf\vox_wolf_ping_item_tactical_concussion_00.rn75.pc.ko.snd
55b766bf6e4263be,vox\scripted\ping\frs2\vox_frs2_callout_base_sorry_00.rn75.pc.ko.snd
2d290c2fc468272f,vox\scripted\ping\antv\vox_antv_zm_ping_danger_special_03.rn75.pc.ko.snd
51e5cc02610f65fe,vox\scripted\operators\weav\vox_weav_ss_recon_dstr_alt_01.rn75.pc.ko.snd
24b55f3ba211c842,vox\scripted\operators\ptnv\vox_ptnv_se_kill_hatchet_bounce_01.rn75.pc.ko.snd
222174e705be8812,vox\scripted\gstf\vox_gstf_exert_underwater_air_low_01.rn75.pc.ko.snd
320d9a3bfe9b1e66,vox\scripted\operators\weav\vox_weav_se_kill_backfire_00.rn75.pc.ko.snd
7e60ab4065c03543,vox\scripted\zm_operators\antv\vox_antv_zm_pick_up_weapon_lmg_07.rn75.pc.ko.snd
2e00224699f62d7a,vox\scripted\cp_takedown\vox_cp_tdwn_03200_dmc3_nonono_b8.rn75.pc.ko.snd
3ec3b87af339f930,vox\scripted\operators\ktsn\vox_ktsn_eq_listen_dstr_03.rn75.pc.ko.snd
2cb72550cd32782c,vox\scripted\mpl\ami6\vox_ami6_dom_secured_b_00.rn75.pc.ko.snd
4dba34d2d309c160,vox\scripted\mpl\ami6\vox_ami6_generic_objective_securing_01.rn75.pc.ko.snd
6b0e0d8942182165,vox\scripted\mpl\anme\vox_anme_control_cap_c_def_00.rn75.pc.ko.snd
113c7a8022276f3f,vox\scripted\mpl\anme\vox_anme_round_win_streak_4_01.rn75.pc.ko.snd
364e05731f3e80a0,vox\scripted\frs2\vox_frs2_exert_burn_dmg_00.rn75.pc.ko.snd
29dd0f4899e8f349,vox\scripted\cp_amerika\vox_cp_amrk_01900_wood_shinethatstuffk_1b_1.pn75.pc.ko.snd
4a5cef96c408eb7d,vox\scripted\ping\wood\vox_wood_ping_item_veh_01.rn75.pc.ko.snd
57c6b2908977d489,vox\scripted\operators\fuze\vox_fuze_eq_trophy_dstr_01.rn75.pc.ko.snd
1c2976a3295b1939,vox\scripted\zm_operators\park\vox_park_zm_se_kill_mult_lightning_links_03.rn75.pc.ko.snd
2f175429fc8e9b97,vox\scripted\cp_cuban_crisis\vox_cp_cbcr_01600_adlr_wishihadntwenee_db.pn75.pc.ko.snd
6f7b8a68cae25ac5,vox\scripted\cp_takedown\vox_cp_tdwn_03100_adlr_looksharpmason_4b.pn75.pc.ko.snd
1185bb84caac792c,vox\scripted\mpl\abnd\vox_abnd_dom_enemy_b_03.rn75.pc.ko.snd
332fc904066efec7,vox\scripted\mpl\mta1\vox_mta1_eq_gas_trap_hacked_01.rn75.pc.ko.snd
623c4ac5d0af96a2,vox\scripted\mpl\anme\vox_anme_control_no_lives_02.rn75.pc.ko.snd
